PassengerId,Survived
892,0.14
893,0.16
894,0.68
895,0.72
896,0.59
897,0.174
898,0.13
899,0.08
900,0.9
901,0.03
902,0.022026925927753762
903,0.17333333333333337
904,1.0
905,0.34
906,1.0
907,1.0
908,0.008333333333333333
909,0.66
910,0.92
911,0.16
912,0.05
913,0.66
914,1.0
915,0.42
916,1.0
917,0.01
918,1.0
919,0.68
920,0.725
921,0.09
922,0.0
923,0.01
924,0.86
925,0.1
926,0.545404761904762
927,0.22
928,0.09
929,0.06
930,0.01
931,0.6069047619047617
932,0.04833333333333333
933,0.5283333333333333
934,0.06
935,1.0
936,1.0
937,0.05083333333333334
938,0.24133333333333337
939,0.16813628824735635
940,1.0
941,0.78
942,0.69
943,0.06
944,1.0
945,1.0
946,0.02
947,0.03
948,0.0
949,0.0175
950,0.02
951,1.0
952,0.025333333333333333
953,0.5775
954,0.005833333333333333
955,0.98
956,0.56
957,0.95
958,0.73
959,0.01
960,0.09
961,1.0
962,0.6817539682539682
963,0.0
964,0.57
965,0.34
966,1.0
967,0.25
968,0.0
969,0.93
970,0.07
971,0.6817539682539682
972,0.96
973,0.09
974,0.32666666666666666
975,0.022026925927753762
976,0.06
977,0.07
978,0.96
979,0.7
980,0.3260689882013412
981,0.92
982,0.3566666666666667
983,0.26854761904761904
984,0.93
985,0.0
986,0.37
987,0.3725
988,1.0
989,0.1799192296829866
990,0.71
991,0.14
992,1.0
993,0.0
994,0.16813628824735635
995,0.18750000000000003
996,0.72
997,0.13
998,0.15
999,0.16813628824735635
1000,0.19
1001,0.01
1002,0.08333333333333331
1003,0.2921103896103896
1004,1.0
1005,0.91
1006,1.0
1007,0.05
1008,0.01
1009,0.95
1010,0.33
1011,1.0
1012,1.0
1013,0.16813628824735635
1014,1.0
1015,0.041428571428571426
1016,0.16813628824735635
1017,0.31
1018,0.21666666666666665
1019,0.54
1020,0.4265000000000001
1021,0.0
1022,0.7013809523809524
1023,0.35
1024,0.01
1025,0.01
1026,0.05333333333333333
1027,0.003333333333333333
1028,0.27
1029,0.02
1030,0.06
1031,0.02
1032,0.0
1033,0.52
1034,0.17
1035,0.0
1036,0.7144047619047619
1037,0.23
1038,0.02
1039,0.0
1040,0.5283333333333333
1041,0.03
1042,1.0
1043,0.022026925927753762
1044,0.03
1045,0.64
1046,0.02
1047,0.01
1048,1.0
1049,0.66
1050,0.7144047619047619
1051,0.47666666666666674
1052,0.4456421356421356
1053,0.93
1054,0.7691666666666667
1055,0.1
1056,0.30316666666666664
1057,0.71
1058,0.58
1059,0.01
1060,1.0
1061,0.07
1062,0.0
1063,0.43
1064,0.11
1065,0.06654365079365081
1066,0.02
1067,1.0
1068,1.0
1069,0.11
1070,1.0
1071,1.0
1072,0.07
1073,0.19
1074,1.0
1075,0.16813628824735635
1076,0.91
1077,0.0275
1078,0.83
1079,0.5136666666666667
1080,0.0
1081,0.034166666666666665
1082,0.0275
1083,0.08416666666666667
1084,0.584
1085,0.35
1086,0.63
1087,0.21
1088,0.9
1089,0.27
1090,0.0
1091,0.07
1092,0.8833333333333334
1093,0.98
1094,0.17
1095,1.0
1096,0.0
1097,0.07416666666666666
1098,0.19680735930735932
1099,0.0
1100,1.0
1101,0.021666666666666664
1102,0.54
1103,0.0
1104,0.13
1105,0.68
1106,0.09
1107,0.04
1108,0.47
1109,0.32
1110,0.96
1111,0.0
1112,1.0
1113,0.0
1114,0.9483333333333335
1115,0.6133333333333334
1116,0.93
1117,0.5563809523809521
1118,0.10166666666666666
1119,0.3260689882013412
1120,0.03
1121,0.04244047619047619
1122,0.16
1123,1.0
1124,0.13
1125,0.007852249200075288
1126,0.3
1127,0.035
1128,0.28
1129,0.78
1130,0.8808333333333332
1131,1.0
1132,0.84
1133,0.93
1134,0.42
1135,0.022026925927753762
1136,0.17
1137,0.18
1138,0.83
1139,0.05
1140,1.0
1141,0.2816666666666667
1142,0.8
1143,0.4218809523809524
1144,0.25
1145,0.03
1146,0.1865
1147,0.0
1148,0.16813628824735635
1149,0.02
1150,0.8808333333333332
1151,0.19666666666666666
1152,0.0
1153,0.01
1154,1.0
1155,1.0
1156,0.06
1157,0.022026925927753762
1158,0.0
1159,0.0
1160,0.09
1161,0.0
1162,0.27
1163,0.16813628824735635
1164,0.9
1165,0.8833333333333334
1166,0.0
1167,1.0
1168,0.01
1169,0.0
1170,0.02
1171,0.0
1172,0.03
1173,0.98
1174,0.3260689882013412
1175,0.231
1176,0.57
1177,0.0
1178,0.0
1179,0.17
1180,0.06654365079365081
1181,0.0
1182,0.04
1183,0.26
1184,0.06654365079365081
1185,0.13
1186,0.06
1187,0.0
1188,0.75
1189,0.09
1190,0.0
1191,0.08262887112887113
1192,0.19099999999999998
1193,0.11
1194,0.015
1195,0.08
1196,0.3260689882013412
1197,0.9
1198,0.08
1199,0.97
1200,0.22
1201,0.02
1202,0.04
1203,0.68
1204,0.0
1205,0.13402958152958153
1206,1.0
1207,0.9
1208,0.32
1209,0.39799999999999996
1210,0.18
1211,0.01
1212,0.18750000000000003
1213,0.06658333333333333
1214,0.02
1215,0.9131666666666668
1216,1.0
1217,0.05
1218,1.0
1219,0.07
1220,0.02
1221,0.005
1222,0.96
1223,0.3813333333333333
1224,0.0
1225,0.43
1226,0.14
1227,0.08416666666666667
1228,0.5875
1229,0.0721904761904762
1230,0.02
1231,0.06654365079365081
1232,0.2205
1233,0.102
1234,0.016666666666666666
1235,1.0
1236,0.07
1237,0.89
1238,0.02
1239,0.2
1240,0.03
1241,0.95
1242,1.0
1243,0.0
1244,0.06
1245,0.14
1246,0.69
1247,0.29666666666666663
1248,1.0
1249,0.007852249200075288
1250,0.16813628824735635
1251,0.89
1252,0.15
1253,1.0
1254,0.95
1255,0.72
1256,0.97
1257,0.0
1258,0.07
1259,0.01
1260,1.0
1261,0.68
1262,0.005
1263,1.0
1264,0.22
1265,0.30899999999999994
1266,1.0
1267,1.0
1268,0.07
1269,0.005
1270,0.07
1271,0.21
1272,0.16813628824735635
1273,0.0
1274,0.26166666666666666
1275,0.33
1276,0.07
1277,1.0
1278,0.151
1279,0.018333333333333333
1280,0.11125
1281,0.41
1282,0.52
1283,0.86
1284,0.2
1285,0.07
1286,0.07
1287,1.0
1288,0.08
1289,1.0
1290,0.08866666666666667
1291,0.05
1292,0.96
1293,0.0
1294,1.0
1295,0.42
1296,0.13666666666666666
1297,0.33333333333333337
1298,0.0
1299,0.37
1300,0.4456421356421356
1301,0.84
1302,0.3260689882013412
1303,1.0
1304,0.6095165112665113
1305,0.0
1306,1.0
1307,0.0
1308,0.0
1309,0.17
